                                                                     
                                                                     
                                                                     
                                             
23_de_Septiembre_de_1988 [??:23/9/1988:??.??:??] W 1
MICRO micro NCMS000 0.489148
GATEWAYS gateways AQ0CP0 1
: : Fd 1
DIRECCIONES dirección NCFP000 0.993865
ASIGNADAS asignar VMP00PF 1
DINAMICAMENTE dinamicamente RG 1
. . Fp 1

3.6.1 3.6.1 Z 1
. . Fp 1

Líneas_IP líneas_ip NP00SP0 1
. . Fp 1

3.6.2 3.6.2 Z 1
. . Fp 1

Micro micro NCMS000 0.642403
gateways gateways AQ0CP0 1
. . Fp 1

4 4 Z 1
. . Fp 1

SERVICIOS servicio NCMP000 1
A a SPS00 0.996023
NIVEL_DE_RED nivel_de_red NP00SP0 1
, , Fc 1
NOMBRES nombre NCMP000 0.991803
. . Fp 1

5 5 Z 1
. . Fp 1

CONFIGURANDO configurar VMG0000 1
EL el DA0MS0 1
ENRUTAMIENTO enrutamiento NCMS000 1
DE de SPS00 0.999984
CADA cada DI0CS0 1
ORDENADOR ordenador NCMS000 0.98913
. . Fp 1

5.1 5.1 Z 1
. . Fp 1

COMO como CS 0.999289
ENRUTAR_LOS enrutar_los NP00V00 1
DATAGRAMAS datagrama NCMP000 1
. . Fp 1

5.2 5.2 Z 1
. . Fp 1

RUTAS rutas NP00O00 1
FIJAS fijo AQ0FP0 0.916667
. . Fp 1

5.3 5.3 Z 1
. . Fp 1

RECONDUCIR reconducir VMN0000 1
EL el DA0MS0 1
ENRUTAMIENTO enrutamiento NCMS000 1
. . Fp 1

5.4 5.4 Z 1
. . Fp 1

OTROS otro DI0MP0 0.569444
METODOS metodos NCMP000 1
PARA_QUE para_que NP00V00 1
LOS el DA0MP0 0.976481
HOSTS host NCMP000 1
ENCUENTREN encontrar VMSP3P0 0.96875
RUTAS ruta NCFP000 1
. . Fp 1

5.4.1 5.4.1 Z 1
. . Fp 1

Espiar espiar VMN0000 1
el el DA0MS0 1
enrutamiento enrutamiento NCMS000 1
. . Fp 1

5.4.2 5.4.2 Z 1
. . Fp 1

Proxy_ARP proxy_arp NP00SP0 1
. . Fp 1

5.4.3 5.4.3 Z 1
. . Fp 1

Establecer establecer VMN0000 1
nuevas nuevo AQ0FP0 0.991803
rutas ruta NCFP000 1
tras tras SPS00 1
fallos fallo NCMP000 0.916667
. . Fp 1

6 6 Z 1
. . Fp 1
- - Fg 1
PUENTES puente NCMP000 1
Y y CC 0.999962
GATEWAYS gateways AQ0CP0 1
. . Fp 1

6.1 6.1 Z 1
. . Fp 1

DISEÑOS diseño NCMP000 1
ALTERNATIVOS alternativo AQ0MP0 1
. . Fp 1

6.1.1 6.1.1 Z 1
. . Fp 1

Una uno DI0FS0 0.951575
red red NCFS000 1
de de SPS00 0.999984
líneas línea NCFP000 0.97619
punto_a punto_a NP00V00 1
punto punto NCMS000 1
. . Fp 1

6.1.2 6.1.2 Z 1
. . Fp 1

Tecnología tecnología NCFS000 1
de de SPS00 0.999984
los el DA0MP0 0.976481
circuítos circuítos NCMP000 0.758047
de de SPS00 0.999984
conmutación conmutación NCFS000 1
. . Fp 1

6.1.3 6.1.3 Z 1
. . Fp 1

Redes red NCFP000 0.96875
de de SPS00 0.999984
un uno DI0MS0 0.987295
sólo sólo RG 1
nivel nivel NCMS000 1
. . Fp 1

6.1.4 6.1.4 Z 1
. . Fp 1

Diseños diseño NCMP000 1
mixtos mixto AQ0MP0 1
. . Fp 1

6.2 6.2 Z 1
. . Fp 1

INTRODUCCION introduccion VMIS3P0 0.923476
A a SPS00 0.996023
LAS el DA0FP0 0.970954
DISTINTAS distinto AQ0FP0 1
TECNOLOGIAS tecnologia NCFP000 1
DE de SPS00 0.999984
CONMUTACION conmutacion NCMS000 0.0665581
. . Fp 1

6.2.1 6.2.1 Z 1
. . Fp 1

Repetidores repetidor NCMP000 0.642403
. . Fp 1

6.2.2 6.2.2 Z 1
. . Fp 1

Bridges bridge NCMP000 1
y y CC 0.999962
gateways gateways AQ0CP0 1
. . Fp 1

6.2.3 6.2.3 Z 1
. . Fp 1

Más más RG 1
sobre sobre SPS00 0.997091
bridges bridge NCMP000 1
. . Fp 1

6.2.4 6.2.4 Z 1
. . Fp 1

Más más RG 1
sobre sobre SPS00 0.997091
gateways gateways AQ0CP0 1
. . Fp 1

6.3 6.3 Z 1
. . Fp 1

COMPARANDO comparar VMG0000 1
LAS el DA0FP0 0.970954
TECNOLOGIAS tecnologia NCFP000 1
DE de SPS00 0.999984
CONMUTACION conmutacion NCMS000 0.0665581
. . Fp 1

6.3.1 6.3.1 Z 1
. . Fp 1

Aislamiento aislamiento NCMS000 1
. . Fp 1

6.3.2 6.3.2 Z 1
. . Fp 1

Prestaciones prestación NCFP000 1
. . Fp 1

6.3.3 6.3.3 Z 1
. . Fp 1

Enrutamiento enrutamiento NP00SP0 1
. . Fp 1

6.3.4 6.3.4 Z 1
. . Fp 1

Administración_de_Redes administración_de_redes NP00O00 1
. . Fp 1

6.3.5 6.3.5 Z 1
. . Fp 1

Una uno DI0FS0 0.951575
evaluación evaluación NCFS000 1
final final AQ0CS0 0.144476
. . Fp 1

7 7 Z 1
. . Fp 1

CONFIGURANDO configurar VMG0000 1
GATEWAYS gateways AQ0CP0 1
. . Fp 1

7.1 7.1 Z 1
. . Fp 1

CONFIGURANDO configurar VMG0000 1
EL el DA0MS0 1
ENRUTAMIENTO enrutamiento NCMS000 1
DE de SPS00 0.999984
LOS el DA0MP0 0.976481
GATEWAYS gateways AQ0CP0 1
. . Fp 1

1 1 Z 1
. . Fp 1
- - Fg 1
EL_PROBLEMA el_problema NP00V00 1
. . Fp 1

Este este DD0MS0 0.960092
trabajo trabajo NCMS000 0.949029
trata tratar VMIP3S0 0.960396
fundamentalmente fundamentalmente RG 1
sobre sobre SPS00 0.997091
los el DA0MP0 0.976481
aspectos aspecto NCMP000 1
" " Fe 1
lógicos lógico AQ0MP0 0.657597
" " Fe 1
de de SPS00 0.999984
la el DA0FS0 0.972269

arquitectura_de_red arquitectura_de_red NP00SP0 1
. . Fp 1

Lo el DA0NS0 0.457533
que que PR0CN000 0.562517
puede poder VMIP3S0 0.999117
o o CC 0.999769
no no RN 0.998134
puede poder VMIP3S0 0.999117
hacer hacer VMN0000 1
una uno DI0FS0 0.951575
red red NCFS000 1
está estar VAIP3S0 0.999201
generalmente generalmente RG 1

determinado determinar VMP00SM 1
por por SPS00 1
los el DA0MP0 0.976481
protocolos protocolo NCMP000 1
que que CS 0.437483
dicha decir VMP00SF 0.33871
red red NCFS000 1
soporta soportar VMIP3S0 0.954545
y y CC 0.999962
la el DA0FS0 0.972269
calidad calidad NCFS000 1
de de SPS00 0.999984
sus su DP3CP0 0.999692

implementaciones implementación NCFP000 1
, , Fc 1
más más RG 1
que que CS 0.437483
por por SPS00 1
la el DA0FS0 0.972269
tecnología tecnología NCFS000 1
concreta concreto AQ0FS0 0.953488
de de SPS00 0.999984
red red NCFS000 1
usada usar VMP00SF 1
, , Fc 1
como como CS 0.999289

Ethernet ethernet NP00SP0 1
, , Fc 1
Token_Ring token_ring NP00SP0 1
, , Fc 1
etc. etcétera Fs 1
Además además RG 1
, , Fc 1
en en SPS00 1
la el DA0FS0 0.972269
práctica práctica NCFS000 0.33871
, , Fc 1
la el DA0FS0 0.972269
elección elección NCFS000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
tecnología tecnología NCFS000 1

de de SPS00 0.999984
red red NCFS000 1
está estar VAIP3S0 0.999201
basada basar VMP00SF 0.954545
en en SPS00 1
decisiones decisión NCFP000 1
puramente puramente RG 1
pragmáticas pragmático AQ0FP0 0.657596
: : Fd 1
qué qué DT0CN0 0.200148
tipo tipo NCMS000 1
de de SPS00 0.999984
red red NCFS000 1
soporta soportar VMIP3S0 0.954545

el el DA0MS0 1
tipo tipo NCMS000 1
de de SPS00 0.999984
ordenadores ordenador NCMP000 0.916667
que que PR0CN000 0.562517
queremos querer VMIP1P0 1
conectar conectar VMN0000 1
, , Fc 1
las el DA0FP0 0.970954
distancias distancia NCFP000 0.916667
entre entre SPS00 0.998082
los el DA0MP0 0.976481
equipos equipo NCMP000 1
, , Fc 1

las el DA0FP0 0.970954
características característica NCFP000 0.983871
de de SPS00 1
el el DA0MS0 1
cableado cableado NCMS000 0.308233
, , Fc 1
etc. etcétera Fs 1
Por_regla_general por_regla_general RG 1
, , Fc 1
se se P00CN000 0.465639
suele soler VMIP3S0 0.968085
usar usar VMN0000 1
Ethernet ethernet NP00G00 1

para para SPS00 0.999103
sistemas sistema NCMP000 1
de de SPS00 0.999984
media medio AQ0FS0 0.747368
escala escala NCFS000 0.939394
, , Fc 1
Ethernet ethernet NP00SP0 1
o o CC 0.999769
una uno DI0FS0 0.951575
red red NCFS000 1
basada basar VMP00SF 0.954545
en en SPS00 1
el el DA0MS0 1
cableado cableado NCMS000 0.308233
de de SPS00 0.999984
par par NCMS000 0.986111

trenzado trenzar VMP00SM 0.691767
para para SPS00 0.999103
pequeñas pequeño AQ0FP0 0.98913
redes red NCFP000 0.96875
, , Fc 1
o o CC 0.999769
redes red NCFP000 0.96875
de de SPS00 0.999984
alta_velocidad alta_velocidad NP00V00 1
( ( Fpa 1
típicamente típicamente RG 1
Token_Ring token_ring NP00SP0 1
) ) Fpt 1

para para SPS00 0.999103
la_red la_red NP00G00 1
principal principal AQ0CS0 0.986111
de de SPS00 0.999984
un uno DI0MS0 0.987295
campus campus NCMN000 1
y y CC 0.999962
para para SPS00 0.999103
redes red NCFP000 0.96875
de de SPS00 0.999984
super super AQ0CN0 1
ordenadores ordenador NCMP000 0.916667
, , Fc 1
que que CS 0.437483

ejecutan ejecutar VMIP3P0 1
aplicaciones aplicación NCFP000 1
de de SPS00 0.999984
altas_prestaciones altas_prestaciones NP00V00 1
. . Fp 1

Por por SPS00 1
tanto tanto RG 0.862252
, , Fc 1
vamos ir VMIP1P0 0.655914
a a SPS00 0.996023
asumir asumir VMN0000 1
que que PR0CN000 0.562517
hemos haber VAIP1P0 0.849765
llegado llegar VMP00SM 1
a a SPS00 0.996023
conectar conectar VMN0000 1
" " Fe 1
físicamente físicamente RG 1
" " Fe 1
unas uno DI0FP0 0.937677
redes red NCFP000 0.96875

individuales individual AQ0CP0 1
, , Fc 1
de de SPS00 1
el el DA0MS0 1
tipo tipo NCMS000 1
Ethernet ethernet NP00V00 1
o o CC 0.999769
Token_Ring token_ring NP00SP0 1
. . Fp 1

Ahora ahora RG 1
nos nos PP1CP000 0.935743
enfrentamos enfrentar VMIP1P0 0.65
a a SPS00 0.996023
los el DA0MP0 0.976481

siguientes siguiente AQ0CP0 1
problemas problema NCMP000 1
interrelacionados interrelacionar VMP00PM 1
: : Fd 1

* * Fz 1
configurar configurar VMN0000 1
el el DA0MS0 1
software software NCMN000 1
necesario necesario AQ0MS0 1
; ; Fx 1

* * Fz 1
conectar conectar VMN0000 1
las el DA0FP0 0.970954
distintas distinto AQ0FP0 1
Redes_Ethernet redes_ethernet NP00SP0 1
, , Fc 1
Token_Ring token_ring NP00SP0 1
, , Fc 1
etc etcétera Fs 1
, , Fc 1
para para SPS00 0.999103
formar formar VMN0000 1
una uno DI0FS0 0.951575
única único AQ0FS0 1

red red NCFS000 1
de de SPS00 0.999984
forma forma NCFS000 0.970944
coherente coherente AQ0CS0 1
; ; Fx 1

* * Fz 1
conectar conectar VMN0000 1
las el DA0FP0 0.970954
redes red NCFP000 0.96875
a a SPS00 1
el_mundo el_mundo NP00O00 1
exterior exterior AQ0CS0 0.708333
, , Fc 1
o_sea o_sea CC 1
, , Fc 1
Internet internet NP00V00 1
. . Fp 1

Las el DA0FP0 0.970954
anteriores anterior AQ0CP0 1
decisiones decisión NCFP000 1
requieren requerir VMIP3P0 1
un uno DI0MS0 0.987295
pequeño pequeño AQ0MS0 0.884615
análisis análisis NCMN000 1
. . Fp 1

De_hecho de_hecho NP00SP0 1
, , Fc 1
la el DA0FS0 0.972269
mayoría mayoría NCFS000 1
de de SPS00 0.999984

las el DA0FP0 0.970954
redes red NCFP000 0.96875
necesitan necesitar VMIP3P0 1
una uno DI0FS0 0.951575
" " Fe 1
arquitectura arquitectura NCFS000 1
" " Fe 1
, , Fc 1
que que PR0CN000 0.562517
determina determinar VMIP3S0 0.916667
la el DA0FS0 0.972269
manera manera NCFS000 1
en en SPS00 1
que que PR0CN000 0.562517
se se P00CN000 0.465639

asignan asignar VMIP3P0 1
las el DA0FP0 0.970954
direcciones dirección NCFP000 0.995706
, , Fc 1
cómo cómo PT000000 0.993927
se se P00CN000 0.465639
hace hacer VMIP3S0 1
el el DA0MS0 1
enrutado enrutado NCMS000 0.499864
y y CC 0.999962
otras otro DI0FP0 0.734962
elecciones elección NCFP000 1
, , Fc 1
sobre sobre SPS00 0.997091
cómo cómo PT000000 0.993927

los el DA0MP0 0.976481
ordenadores ordenador NCMP000 0.916667
interaccionan interaccionar VMIP3P0 1
con con SPS00 1
la_red la_red NP00SP0 1
. . Fp 1

Estas este DD0FP0 0.97043
decisiones decisión NCFP000 1
deben deber VMIP3P0 1
hacer hacer VMN0000 1
se se PP3CN000 1
para para SPS00 0.999103
la el DA0FS0 0.972269

red red NCFS000 1
en en SPS00 1
su su DP3CS0 1
conjunto conjunto NCMS000 0.982301
, , Fc 1
preferiblemente preferiblemente RG 1
cuando cuando CS 0.985595
se se P00CN000 0.465639
esta este PD0FS000 0.0132212
procediendo proceder VMG0000 1
a a SPS00 0.996023
su su DP3CS0 1
instalación instalación NCFS000 1

inicial inicial AQ0CS0 0.916667
. . Fp 1

1.1 1.1 Z 1
. . Fp 1

TERMINOLOGIA terminologia NP00O00 1
. . Fp 1

Vamos ir VMIP1P0 0.655914
a a SPS00 0.996023
usar usar VMN0000 1
el el DA0MS0 1
término término NCMS000 1
" " Fe 1
IP ip NP00V00 1
" " Fe 1
para para SPS00 0.999103
referir referir VMN0000 1
nos nos PP1CP000 1
a a SPS00 0.996023
las el DA0FP0 0.970954
redes red NCFP000 0.96875
diseñadas diseñar VMP00PF 1
para para SPS00 0.999103
trabajar trabajar VMN0000 1

con con SPS00 1
TCP tcp NP00O00 1
/ / Fh 1
IP ip NCMS000 1
. . Fp 1

IP ip NP00O00 1
es ser VSIP3S0 1
el el DA0MS0 1
protocolo protocolo NCMS000 0.916667
a a SPS00 0.996023
nivel_de_red nivel_de_red NP00O00 1
de de SPS00 0.999984
la_familia la_familia NP00G00 1
de de SPS00 0.999984
protocolos protocolo NCMP000 1

TCP tcp NP00O00 1
/ / Fh 1
IP ip NCMS000 1
, , Fc 1
usados usar VMP00PM 1
en en SPS00 1
Internet internet NP00V00 1
. . Fp 1

Es ser VSIP3S0 1
una uno DI0FS0 0.951575
práctica práctica NCFS000 0.33871
común común AQ0CS0 1
usar usar VMN0000 1
el el DA0MS0 1
término término NCMS000 1
" " Fe 1
IP ip NP00V00 1
" " Fe 1
cuando cuando CS 0.985595

nos nos PP1CP000 0.935743
referimos referir VMIP1P0 0.65
a a SPS00 0.996023
direcciones dirección NCFP000 0.995706
, , Fc 1
enrutamiento enrutamiento NCMS000 1
y y CC 0.999962
otros otro DI0MP0 0.569444
elementos elemento NCMP000 1
a a SPS00 0.996023
nivel_de_red nivel_de_red NP00O00 1
. . Fp 1

La el DA0FS0 0.972269

distinción distinción NCFS000 1
muchas mucho DI0FP0 0.826705
veces vez NCFP000 1
no no RN 0.998134
es ser VSIP3S0 1
lo el DA0NS0 0.457533
suficientemente suficientemente RG 1
clara claro AQ0FS0 0.983871
. . Fp 1

Así así RG 0.998812
que que CS 0.437483
, , Fc 1
en en SPS00 1
la el DA0FS0 0.972269
práctica práctica NCFS000 0.33871
, , Fc 1

los el DA0MP0 0.976481
términos término NCMP000 1
Internet_TCP internet_tcp NP00SP0 1
/ / Fh 1
IP ip NP00SP0 1
e y CC 0.980427
IP ip NP00O00 1
pueden poder VMIP3P0 1
parecer parecer VMN0000 0.96875
incluso incluso RG 0.996383
intercambiables intercambiable AQ0CP0 1
. . Fp 1

Los el DA0MP0 0.976481
términos término NCMP000 1
" " Fe 1
paquete paquete NCMS000 1
" " Fe 1
y y CC 0.999962
" " Fe 1
datagrama datagrama NCMS000 1
" " Fe 1
también también RG 1
suelen soler VMIP3P0 0.972603
parecer parecer VMN0000 0.96875
intercambiables intercambiable AQ0CP0 1
. . Fp 1

Conceptualmente conceptualmente RG 1
, , Fc 1
un uno DI0MS0 0.987295
" " Fe 1
paquete paquete NCMS000 1
" " Fe 1
es ser VSIP3S0 1
la el DA0FS0 0.972269
unidad unidad NCFS000 1
física físico AQ0FS0 0.451327
de de SPS00 0.999984
más más RG 1
bajo_nivel bajo_nivel NP00O00 1
, , Fc 1
mientras mientras CS 0.889785

que que CS 0.437483
" " Fe 1
datagrama datagrama NCMS000 1
" " Fe 1
se se P00CN000 0.465639
refiere referir VMIP3S0 0.990196
a a SPS00 0.996023
la el DA0FS0 0.972269
unidad unidad NCFS000 1
de de SPS00 0.999984
datos dato NCMP000 1
a a SPS00 0.996023
nivel nivel NCMS000 1
IP ip NP00O00 1
. . Fp 1

Sin sin SPS00 1
embargo embargo NCMS000 0.973496
, , Fc 1
en en SPS00 1
la el DA0FS0 0.972269

mayoría mayoría NCFS000 1
de de SPS00 0.999984
las el DA0FP0 0.970954
redes red NCFP000 0.96875
no no RN 0.998134
se se P00CN000 0.465639
pueden poder VMIP3P0 1
distinguir distinguir VMN0000 1
porque porque CS 1
coinciden coincidir VMIP3P0 1
, , Fc 1
así así RG 0.998812
que que CS 0.437483
la el DA0FS0 0.972269
gente gente NCFS000 1

suele soler VMIP3S0 0.968085
usar usar VMN0000 1
los el DA0MP0 0.976481
dos 2 Z 0.991679
términos término NCMP000 1
indistintamente indistintamente RG 1
. . Fp 1

Otro otro DI0MS0 0.612994
término término NCMS000 1
" " Fe 1
conflictivo conflictivo AQ0MS0 1
" " Fe 1
es ser VSIP3S0 1
el el DA0MS0 1
de de SPS00 0.999984
pasarela pasarela NCFS000 1
( ( Fpa 1
" " Fe 1
gateway gateway NCMS000 0.00685435
" " Fe 1
) ) Fpt 1
y y CC 0.999962
enrutador enrutador AQ0MS0 0.39985
( ( Fpa 1
" " Fe 1
router router NCMS000 0.732933
" " Fe 1
) ) Fpt 1
. . Fp 1

Pasarela pasarela NCFS000 1
es ser VSIP3S0 1
el el DA0MS0 1
término término NCMS000 1
original original AQ0CS0 0.97619
usado usar VMP00SM 1
en en SPS00 1
Internet internet NP00V00 1
. . Fp 1

Sin sin SPS00 1
embargo embargo NCMS000 0.973496
, , Fc 1
la_comunidad la_comunidad NP00SP0 1
OSI osi RG 1

empezó empezar VMIS3S0 1
a a SPS00 0.996023
usar usar VMN0000 1
esta este DD0FS0 0.986779
palabra palabra NCFS000 1
con con SPS00 1
un uno DI0MS0 0.987295
significado significado NCMS000 0.5
distinto distinto AQ0MS0 1
, , Fc 1
así así RG 0.998812
que que CS 0.437483
la el DA0FS0 0.972269
gente gente NCFS000 1
empezó empezar VMIS3S0 1

a a SPS00 0.996023
usar usar VMN0000 1
enrutador enrutador NCMS000 0.60015
para para SPS00 0.999103
evitar evitar VMN0000 1
dicha dicha NCFS000 0.66129
ambigüedad ambigüedad NCFS000 1
. . Fp 1

Nosotros nosotros PP1MP000 1
, , Fc 1
no_obstante no_obstante CC 1
, , Fc 1
seguiremos seguir VMIF1P0 1

usando usar VMG0000 1
el el DA0MS0 1
término término NCMS000 1
gateway gateway VMIP3S0 0.917803
. . Fp 1

2 2 Z 1
. . Fp 1
- - Fg 1
ASIGNACION asignacion VMIS3P0 0.923476
DE de SPS00 0.999984
DIRECCIONES dirección NCFP000 0.993865
Y y CC 0.999962
ENRUTAMIENTO enrutamiento NCMS000 1
. . Fp 1

Muchas mucho PI0FP000 0.173295
de de SPS00 0.999984
las el DA0FP0 0.970954
decisiones decisión NCFP000 1
que que PR0CN000 0.562517
se se P00CN000 0.465639
necesitan necesitar VMIP3P0 1
para para SPS00 0.999103
la el DA0FS0 0.972269
configuración configuración NCFS000 1
de de SPS00 0.999984
una uno DI0FS0 0.951575
red red NCFS000 1
IP ip NP00V00 1

depende depender VMIP3S0 0.980769
de de SPS00 1
el el DA0MS0 1
enrutamiento enrutamiento NCMS000 1
. . Fp 1

En en SPS00 1
general general AQ0CS0 0.927632
, , Fc 1
un uno DI0MS0 0.987295
datagrama datagrama NCMS000 1
IP ip NP00V00 1
pasa pasar VMIP3S0 0.985294
a_través_de a_través_de SPS00 1
numerosas numeroso AQ0FP0 1

redes red NCFP000 0.96875
mientras mientras CS 0.889785
se se P00CN000 0.465639
desplaza desplazar VMIP3S0 0.994868
entre entre SPS00 0.998082
el_origen el_origen NP00O00 1
y y CC 0.999962
el_destino el_destino NP00O00 1
. . Fp 1

Veamos ver VMM01P0 0.5
un uno DI0MS0 0.987295
ejemplo ejemplo NCMS000 1

típico típico AQ0MS0 1
: : Fd 1

Este este DD0MS0 0.960092
gráfico gráfico NCMS000 0.342564
muestra mostrar VMIP3S0 0.73494
tres 3 Z 1
ordenadores ordenador NCMP000 0.916667
, , Fc 1
2 2 Z 1
gateways gateways AQ0CP0 1
y y CC 0.999962
tres 3 Z 1
redes red NCFP000 0.96875
. . Fp 1

Las el DA0FP0 0.970954
redes red NCFP000 0.96875
pueden poder VMIP3P0 1

ser ser VSN0000 0.940705
Ethernet ethernet NP00SP0 1
, , Fc 1
